#Epoch 	  NLL 	 Lower Bound 	 Upper Bound 
0	119.723197	119.668742	119.774839	222.901726	222.953369	222.847271
1	153.834282	153.790792	153.875958	286.076677	286.118354	286.033188
2	150.598679	150.555265	150.640287	308.561450	308.603058	308.518036
3	169.164424	169.122256	169.204886	319.659135	319.699597	319.616966
4	169.273441	169.235680	169.309828	326.443734	326.480121	326.405973
5	178.288436	178.250046	178.325407	330.961663	330.998633	330.923272
6	173.222630	173.184955	173.258936	333.300227	333.336534	333.262552
7	174.881392	174.844670	174.916814	334.742899	334.778320	334.706176
8	168.037474	167.998546	168.074943	336.044569	336.082038	336.005642
9	169.529991	169.488838	169.569518	337.495745	337.535271	337.454591
10	168.285752	168.248763	168.321423	339.571827	339.607498	339.534837
11	177.408403	177.371936	177.443587	340.740103	340.775287	340.703636
12	168.166750	168.128975	168.203149	340.328471	340.364871	340.290696
13	164.928730	164.888813	164.967115	342.109042	342.147427	342.069124
14	165.512671	165.476723	165.547372	343.788606	343.823307	343.752658
15	159.310455	159.272852	159.346695	345.773538	345.809778	345.735935
16	168.926127	168.888608	168.962289	346.507543	346.543705	346.470024
17	181.210787	181.173423	181.246804	346.218767	346.254785	346.181404
18	170.341959	170.304065	170.378469	347.841234	347.877744	347.803340
19	187.448013	187.406657	187.487726	349.345959	349.385672	349.304603
20	169.258900	169.222893	169.293655	350.177597	350.212352	350.141591
21	168.391408	168.354515	168.426988	350.579391	350.614971	350.542498
22	168.794627	168.760292	168.827823	351.883204	351.916400	351.848869
23	176.407827	176.375384	176.439252	352.118181	352.149605	352.085738
24	182.969948	182.930242	183.008138	353.634937	353.673127	353.595231
25	179.549822	179.512130	179.586146	354.051413	354.087737	354.013720
26	171.790985	171.756813	171.824028	354.565202	354.598245	354.531029
27	169.916283	169.881560	169.949840	355.583004	355.616561	355.548281
28	178.778926	178.746961	178.809900	354.212336	354.243310	354.180371
29	167.899150	167.861897	167.935065	356.536824	356.572740	356.499571
30	169.357514	169.323756	169.390169	355.792497	355.825152	355.758739
31	190.134961	190.102683	190.166229	356.542706	356.573975	356.510428
32	175.008526	174.975069	175.040900	357.307264	357.339638	357.273807
33	168.321061	168.286276	168.354676	357.577557	357.611173	357.542773
34	174.335655	174.299289	174.370745	357.285476	357.320565	357.249110
35	177.600365	177.562929	177.636450	357.840365	357.876449	357.802929
36	187.339281	187.302434	187.374818	359.313546	359.349084	359.276699
37	164.213993	164.183053	164.244004	359.088743	359.118754	359.057803
38	168.903733	168.867973	168.938258	358.513647	358.548172	358.477887
39	181.119799	181.088684	181.149974	359.028321	359.058496	358.997206
40	164.865454	164.832112	164.897720	358.675698	358.707964	358.642356
41	163.507549	163.472868	163.541068	359.121610	359.155128	359.086928
42	173.127817	173.089417	173.164797	361.063921	361.100901	361.025521
43	171.389878	171.358127	171.420652	361.622388	361.653162	361.590636
44	171.407489	171.375285	171.438689	361.106496	361.137696	361.074291
45	162.815381	162.784272	162.845552	362.158702	362.188872	362.127593
46	170.659791	170.627366	170.691198	361.630241	361.661647	361.597816
47	171.103687	171.073518	171.132972	361.034069	361.063354	361.003900
48	172.702818	172.669211	172.735331	360.890718	360.923232	360.857112
49	181.224592	181.187601	181.260264	362.121392	362.157064	362.084401
50	178.742229	178.706457	178.776765	361.677706	361.712242	361.641934
51	169.677479	169.640919	169.712750	362.904657	362.939928	362.868097
52	178.302026	178.264330	178.338353	364.983802	365.020129	364.946106
53	178.177771	178.144815	178.209675	363.431995	363.463899	363.399039
54	176.925020	176.889642	176.959189	363.182709	363.216878	363.147331
55	173.785037	173.753049	173.816034	362.904229	362.935226	362.872240
56	186.143932	186.109246	186.177456	364.113675	364.147199	364.078989
57	166.284516	166.251427	166.316544	364.801306	364.833335	364.768217
58	153.750339	153.714851	153.784611	363.967374	364.001645	363.931885
59	192.758672	192.723689	192.792472	364.106378	364.140178	364.071395
60	174.531078	174.499871	174.561340	363.609013	363.639276	363.577806
61	177.981488	177.947090	178.014743	363.243298	363.276552	363.208900
62	181.708196	181.676267	181.739136	363.350346	363.381287	363.318417
63	165.407482	165.374665	165.439257	364.402071	364.433845	364.369253
64	171.857033	171.824815	171.888245	364.339209	364.370422	364.306992
65	177.181291	177.147528	177.213951	365.061657	365.094317	365.027895
66	173.842463	173.809372	173.874494	364.750897	364.782928	364.717806
67	173.587490	173.551689	173.622052	364.853367	364.887929	364.817566
68	170.696050	170.661067	170.729850	363.358395	363.392194	363.323412
69	173.428759	173.397527	173.459046	365.325206	365.355492	365.293974
70	181.329157	181.293027	181.364028	364.258715	364.293585	364.222584
71	191.310892	191.276102	191.344512	365.392542	365.426162	365.357752
72	179.385458	179.352940	179.416952	363.906211	363.937705	363.873693
73	167.231963	167.200693	167.262286	365.121411	365.151733	365.090140
74	171.736606	171.701734	171.770304	366.015354	366.049051	365.980481
75	170.474704	170.439489	170.508722	367.126529	367.160547	367.091314
76	168.086616	168.052212	168.119875	365.729075	365.762334	365.694671
77	168.146722	168.112720	168.179606	365.938977	365.971861	365.904975
78	180.107054	180.074625	180.138465	366.251808	366.283219	366.219379
79	170.545669	170.516139	170.574352	367.722383	367.751066	367.692853
80	152.201671	152.172445	152.230067	365.794009	365.822404	365.764783
81	180.837231	180.806562	180.866987	365.063164	365.092920	365.032495
